PAYER NAME,PAYER ID,TRANSACTION,AVAILABLE,NON PAR,ENROLLMENT,SECONDARY,ATTACHMENT,WC / AUTO,NOTES
Sound Health (now known as First Choice Health Network),91131,Institutional Claims 837I,Yes,No,No,No,No,,
Sound Health (Sisters of Providence),91131,Institutional Claims 837I,Yes,No,No,No,No,,
Sound Health (Sisters of Providence),91131,Professional Claims 837P,Yes,No,No,No,No,,
Sound Health & Wellness Trust (Aetna),60054,Professional Claims 837P,Yes,No,No,Yes,No,,
Sound Health & Wellness Trust (Aetna),60054,Institutional Claims 837I,Yes,No,No,Yes,No,,
Sound Health & Wellness Trust (Aetna),60054,Dental Claims 837D,Yes,No,No,Yes,No,,
Sound Health & Wellness Trust (Aetna),60054,Remits 835,Yes,No,Yes,Yes,No,,
Sound Health Wellness Trust,91131,Professional Claims 837P,Yes,No,No,No,No,,"Payer ID 91131 (Sound Health Wellness Trust) should only be used for claims with DOS 8/31/2013 and prior. For DOS after 8/31/13, claims should be sent to Payer ID 60054.
"
Sound Health Wellness Trust,91131,Institutional Claims 837I,Yes,No,No,No,No,,"Payer ID 91131 (Sound Health Wellness Trust) should only be used for claims with DOS 8/31/2013 and prior. For DOS after 8/31/13, claims should be sent to Payer ID 60054.
"
Soundpath Health (formerly known as Puget Sound Health Partners),42172,Professional Claims 837P,Yes,Yes,No,No,No,,
Soundpath Health (formerly known as Puget Sound Health Partners),42172,Institutional Claims 837I,Yes,Yes,No,No,No,,
Soundpath Health (formerly known as Puget Sound Health Partners),42172,Remits 835,Yes,No,Yes,No,No,,
South Atlantic Medical Group,SAMG1,Professional Claims 837P,Yes,No,No,Yes,No,,Payer returns ERAs automatically once electronic claim submission begins.
South Atlantic Medical Group,SAMG1,Institutional Claims 837I,Yes,No,No,Yes,No,,Payer returns ERAs automatically once electronic claim submission begins.
South Atlantic Medical Group,SAMG1,Remits 835,Yes,No,Yes,Yes,No,,Payer returns ERAs automatically once electronic claim submission begins.
South Carolina Healthy Connections,CKSC1,Dental Claims 837D,Yes,No,No,No,No,,
South Central Preferred,23266,Dental Claims 837D,Yes,No,No,Yes,No,,
South Central Preferred,23266,Professional Claims 837P,Yes,No,No,Yes,No,,
South Coast Area Transit (CA) - CORVEL,J1731,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted."
South Country Health Alliance,81600,Professional Claims 837P,Yes,No,No,Yes,No,,
South Country Health Alliance,81600,Institutional Claims 837I,Yes,No,No,Yes,No,,
South Country Health Alliance,81600,Remits 835,Yes,No,Yes,Yes,No,,
South Dakota Behavioral Health - STARS / State Funding,STARS,Professional Claims 837P,Yes,Yes,No,Yes,No,,"DSS Contract Number (12-digits [no spaces or dashes]) required in Box 19 (Loop 2300, NTE*ADD)."
South Dakota DSS - STARS / State Funding,STARS,Professional Claims 837P,Yes,Yes,No,Yes,No,,"DSS Contract Number (12-digits [no spaces or dashes]) required in Box 19 (Loop 2300, NTE*ADD)."
South Florida Community Care Network - SFCCN (Commercial),59064,Professional Claims 837P,Yes,Yes,No,Yes,No,,Now known as Community Care Plan (CCP).
South Florida Community Care Network - SFCCN (Commercial),59064,Institutional Claims 837I,Yes,Yes,No,Yes,No,,Now known as Community Care Plan (CCP).
South Florida Community Care Network - SFCCN (Commercial),59064,Remits 835,Yes,No,Yes,Yes,No,,Now known as Community Care Plan (CCP).
South Florida Community Care Network - SFCCN (Medicaid),59065,Professional Claims 837P,Yes,Yes,No,Yes,No,,Now known as Community Care Plan (CCP).
South Florida Community Care Network - SFCCN (Medicaid),59065,Institutional Claims 837I,Yes,Yes,No,Yes,No,,Now known as Community Care Plan (CCP).
South Florida Community Care Network - SFCCN (Medicaid),59065,Remits 835,Yes,No,Yes,Yes,No,,Now known as Community Care Plan (CCP).
South Florida Musculo Skeletal Care (SFMSC),06294,Professional Claims 837P,Yes,Yes,No,No,No,,
South Plains School WC Program,J3951,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted.

Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed."
South Tahoe Refuse,28580,Professional Claims 837P,Yes,No,No,Yes,No,,
South Tahoe Refuse,28580,Institutional Claims 837I,Yes,No,No,Yes,No,,
Southeastern Indiana Health (SIHO),77153,Professional Claims 837P,Yes,Yes,No,No,No,,
Southeastern Indiana Health (SIHO),77153,Institutional Claims 837I,Yes,Yes,No,No,No,,
Southeastern Indiana Health (SIHO),77153,Remits 835,Yes,No,Yes,No,No,,
Southeastern Indiana Health (SIHO),SIHO,Eligibility 270 / 271,Yes,No,No,No,No,,
Southern California Children's Healthcare Network,ECMSO,Professional Claims 837P,Yes,No,No,No,No,,
Southern California Children's Healthcare Network,ECMSO,Institutional Claims 837I,Yes,No,No,No,No,,
Southern California Dairy,BPA01,Professional Claims 837P,Yes,No,No,Yes,No,,
Southern California Healthcare System (SCHS) Alta Pod by MedPOINT - Health Net,MPM20,Professional Claims 837P,Yes,No,No,No,No,,
Southern California Healthcare System (SCHS) Alta Pod by MedPOINT - Health Net,MPM20,Institutional Claims 837I,Yes,No,No,No,No,,
Southern California Lumber,BPA01,Professional Claims 837P,Yes,No,No,Yes,No,,
Southern California Oncology Associates (SCOA),SCOA1,Professional Claims 837P,Yes,No,No,Yes,No,,
Southern California Oncology Associates (SCOA) - Encounters,SCOAE,Professional Claims 837P,Yes,No,No,Yes,No,,Encounters only.
Southern California Physicians Managed Care Services (SCPMCS),SCP01,Institutional Claims 837I,Yes,No,No,No,No,,
Southern California Physicians Managed Care Services (SCPMCS),SCP01,Professional Claims 837P,Yes,No,No,No,No,,
Southern California UFCW Unions & Food Employers,SCUFW,Professional Claims 837P,Yes,No,No,No,No,,"Southern California, Cypress"
Southern Illinois Healthcare Association,SIH99,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Southern Mutual Insurance Company,J3876,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted."
"Southern Textile Recycling, Inc. (CA) - CORVEL",J1648,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted."
"Southland Advantage Medical Group, Inc.",HSM01,Professional Claims 837P,Yes,No,No,No,No,,
"Southland Advantage Medical Group, Inc.",HSM01,Institutional Claims 837I,Yes,No,No,No,No,,
"Southland Benefit Solutions, LLC (Canopy Vision)",V4793,Professional Claims 837P,Yes,No,No,No,No,,
Southwest Health Plan (Aetna HMO),SOUTHWEST,Eligibility 270 / 271,Yes,No,No,No,No,,
Southwest Key - CORVEL,J3745,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted.

Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed."
Southwest MI Behavioral Health - Mental Health,A3268,Professional Claims 837P,Yes,Yes,No,No,No,,
Southwest MI Behavioral Health - Mental Health,A3268,Institutional Claims 837I,Yes,Yes,No,No,No,,
Southwest MI Behavioral Health Substance Use Disorder,A4585,Professional Claims 837P,Yes,Yes,No,No,No,,
Southwest MI Behavioral Health Substance Use Disorder,A4585,Institutional Claims 837I,Yes,Yes,No,No,No,,
Southwest Oregon IPA (DOCS),DOCSO,Remits 835,Yes,No,Yes,Yes,No,,
Southwest Oregon IPA (DOCS),DOCSO,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Southwest Oregon IPA (DOCS),DOCSO,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
Southwest Service Administrators,CX100,Professional Claims 837P,Yes,Yes,No,No,No,,
Southwest Service Administrators,CX100,Institutional Claims 837I,Yes,Yes,No,No,No,,
Southwest Service Life,37266,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Southwest Service Life,37266,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
Space Exploration Technologies Corp - CORVEL,J1990,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted.

Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed."
Special Agents Mutual Benefit Association,62308,Dental Claims 837D,Yes,Yes,No,Yes,No,,
Special Agents Mutual Benefit Association,62308,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Special Agents Mutual Benefit Association,62308,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
Specialty Care Program,IHS17,Institutional Claims 837I,Yes,No,No,No,No,,
Specialty Care Program,IHS17,Professional Claims 837P,Yes,No,No,No,No,,
Spectera UnitedHealthcare Vision,SPECTERAV,Eligibility 270 / 271,Yes,No,Yes,No,No,,
Spectrum Health,SPECTRUM,Eligibility 270 / 271,Yes,No,No,No,No,,
"Spencer Stuart (ARM, LTD)",38416,Professional Claims 837P,Yes,No,No,Yes,No,,
"Spencer Stuart (ARM, LTD)",38416,Institutional Claims 837I,Yes,No,No,Yes,No,,
Spina Bifida - VA HAC,84146,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Spina Bifida - VA HAC,84146,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
Spina Bifida - VA HAC,84146,Remits 835,Yes,No,Yes,Yes,No,,
Spina Bifida - VA HAC,CHAMPVA-SB,Eligibility 270 / 271,Yes,No,No,No,No,,
SPJST - Medicare Supplement,SPJST-MS,Eligibility 270 / 271,Yes,No,No,No,No,,
SPNet Integra Group,J4041,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted.


Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed."
"Sprouts Farmers Market, Inc. - CORVEL",J1850,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted."
Spruce Grove Inc - CORVEL,J3749,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted.

Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed."
SRC - Strategic Resource Company,DX033,Dental Claims 837D,Yes,No,No,No,No,,
"SRS - Cargill, Inc.",J1661,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted."
St Lukes Health Plan Inc,92170,Institutional Claims 837I,Yes,No,No,No,No,,Effective 1/1/2025
St Lukes Health Plan Inc,92170,Professional Claims 837P,Yes,No,No,No,No,,Effective 1/1/2025
St Mary's IPA,CAPMN,Institutional Claims 837I,Yes,No,No,No,No,,ERA enrollment under Conifer Health Solutions.
St Mary's IPA,CAPMN,Remits 835,Yes,No,Yes,No,No,,ERA enrollment under Conifer Health Solutions.
St Mary's IPA,CAPMN,Professional Claims 837P,Yes,No,No,No,No,,ERA enrollment under Conifer Health Solutions.
St Pauls PACE,SPPCA,Institutional Claims 837I,Yes,No,No,No,No,,
St Pauls PACE,SPPCA,Professional Claims 837P,Yes,No,No,No,No,,
St. Francis IPA,APP01,Institutional Claims 837I,Yes,No,No,Yes,No,,
St. Francis IPA,APP01,Remits 835,Yes,No,Yes,Yes,No,,Please use the enrollment form located under Optum Care Network.
St. Francis IPA,APP01,Professional Claims 837P,Yes,No,No,Yes,No,,
St. John's Claim Administration,37264,Professional Claims 837P,Yes,No,No,Yes,No,,
St. John's Claim Administration,37264,Institutional Claims 837I,Yes,No,No,Yes,No,,
St. Johns Health Clinic,SJHC1,Professional Claims 837P,Yes,No,No,No,No,,
St. Johns Health Clinic,SJHC1,Institutional Claims 837I,Yes,No,No,No,No,,
St. Johns Health Clinic,SJHC1,Remits 835,Yes,No,Yes,No,No,,ERA enrollment is automatic.
St. Joseph Heritage Healthcare,STJOE,Professional Claims 837P,Yes,No,No,No,No,,ERA enrollment is automatic.
St. Joseph Heritage Healthcare,STJOE,Institutional Claims 837I,Yes,No,No,No,No,,ERA enrollment is automatic.
St. Joseph Heritage Healthcare,STJOE,Remits 835,Yes,No,Yes,No,No,,ERA enrollment is automatic.
St. Joseph Heritage Medical Group,STJOE,Professional Claims 837P,Yes,No,No,No,No,,ERA enrollment is automatic.
St. Joseph Heritage Medical Group,STJOE,Institutional Claims 837I,Yes,No,No,No,No,,ERA enrollment is automatic.
St. Joseph Heritage Medical Group,STJOE,Remits 835,Yes,No,Yes,No,No,,ERA enrollment is automatic.
St. Joseph Hospital Affiliated,STJOE,Institutional Claims 837I,Yes,No,No,No,No,,
St. Joseph Hospital Affiliated,STJOE,Professional Claims 837P,Yes,No,No,No,No,,
St. Jude Affiliated Physicians,STJOE,Professional Claims 837P,Yes,No,No,No,No,,
St. Jude Affiliated Physicians,STJOE,Institutional Claims 837I,Yes,No,No,No,No,,
St. Jude Heritage Medical Group,STJOE,Professional Claims 837P,Yes,No,No,No,No,,
St. Jude Heritage Medical Group,STJOE,Institutional Claims 837I,Yes,No,No,No,No,,
St. Luke's Health Plan,STLHP,Claim Status 276 / 277,Yes,No,No,No,No,,
St. Luke's Health Plan,STLHP,Eligibility 270 / 271,Yes,No,No,No,No,,
St. Mary High Desert,STJOE,Professional Claims 837P,Yes,No,No,No,No,,
St. Mary High Desert,STJOE,Institutional Claims 837I,Yes,No,No,No,No,,
St. Mary Medical Center,HSM01,Institutional Claims 837I,Yes,No,No,No,No,,Effective 9/1/22
St. Mary Medical Center,HSM01,Professional Claims 837P,Yes,No,No,No,No,,Effective 9/1/22
"St. Peter Medical Group, Inc.",HSM01,Professional Claims 837P,Yes,No,No,No,No,,
"St. Peter Medical Group, Inc.",HSM01,Institutional Claims 837I,Yes,No,No,No,No,,
St. Therese Physician Associates,37116,Professional Claims 837P,Yes,Yes,No,Yes,No,,
St. Therese Physician Associates,37116,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
St. Vincent IPA,PDT01,Professional Claims 837P,Yes,No,No,No,Yes,,"Form can be found under ""Physicians Data Trust""."
St. Vincent IPA,PDT01,Institutional Claims 837I,Yes,No,No,No,Yes,,"Form can be found under ""Physicians Data Trust""."
St. Vincent IPA,PDT01,Remits 835,Yes,No,Yes,No,No,,"Form can be found under ""Physicians Data Trust""."
Standard Insurance,93024,Dental Claims 837D,Yes,No,No,No,No,,
Standard Insurance,STAND-INS,Eligibility 270 / 271,Yes,No,No,No,No,,Dental Only
Standard Insurance Co. of New York,89009,Dental Claims 837D,Yes,No,No,No,No,,
Standard Life & Accident Insurance Company,73099,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Standard Life & Accident Insurance Company,73099,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
Standard Life & Accident Insurance Company,SLAIC,Claim Status 276 / 277,Yes,No,No,No,No,,
Standard Life & Accident Insurance Company,SLAIC,Eligibility 270 / 271,Yes,No,No,No,No,,
Standard Life & Accident Insurance Company,S4048,Remits 835,Yes,No,Yes,No,No,,ERA only payer - IAS Admin Payer.
StandardHealth with Health Choice (HCS),RP105,Institutional Claims 837I,Yes,Yes,No,No,No,,
StandardHealth with Health Choice (HCS),RP105,Professional Claims 837P,Yes,Yes,No,No,No,,
Stanley Steemer International Inc - CORVEL,J1939,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted."
"Stanley Works, Inc.",J1385,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted."
Star HRG,STAR-HRG,Eligibility 270 / 271,Yes,No,No,No,No,,
Starlife Holdings,STARH,Professional Claims 837P,Yes,No,No,No,No,,
Starlife Holdings,STARH,Institutional Claims 837I,Yes,No,No,No,No,,
Starmark,61425,Professional Claims 837P,Yes,Yes,No,No,No,,
Starmark,61425,Institutional Claims 837I,Yes,Yes,No,No,No,,
Starmark,61425,Remits 835,Yes,No,Yes,No,No,,
StarMed Administrators,IHS08,Institutional Claims 837I,Yes,No,No,Yes,No,,
StarMed Administrators,IHS08,Professional Claims 837P,Yes,No,No,Yes,No,,
STARR Companies,J4724,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted.


Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed."
STARR Risk Management General Casualty,J4725,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted.


Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed."
​State Auto Mutual Insurance Company,J1966,Professional Claims 837P,Yes,Yes,No,No,Yes,Auto,"​Auto Only. At this time, only Professional (HCFA) claims are accepted.

Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed."
State Compensation Insurance Fund (SCIF) of California,35076,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted.

Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed.
"
State Farm,J1548,Professional Claims 837P,Yes,Yes,No,No,Yes,Auto,"Auto only. At this time, only Professional (HCFA) claims are accepted."
State Farm Insurance Company,31059,Professional Claims 837P,Yes,Yes,No,Yes,No,,"Subscriber ID must start with H or C, 2nd char alphanumeric, 3rd-10 chars numeric, for WC claims and claims with attachments use Payer ID J1548.  A UHIN pass through fee applies to this transaction."
State Farm Insurance Company,31059,Remits 835,Yes,No,Yes,Yes,No,,"Subscriber ID must start with H or C, 2nd char alphanumeric, 3rd-10 chars numeric, for WC claims and claims with attachments use Payer ID J1548. A UHIN pass through fee applies to this transaction."
State Farm Insurance Company,31059,Institutional Claims 837I,Yes,Yes,No,Yes,No,,"Subscriber ID must start with H or C, 2nd char alphanumeric, 3rd-10 chars numeric, for WC claims and claims with attachments use Payer ID J1548.  A UHIN pass through fee applies to this transaction."
State Farm Insurance Company,STATEFARM,Eligibility 270 / 271,Yes,No,No,No,No,,
State Farm Property & Casualty,31059,Remits 835,Yes,No,Yes,Yes,No,, Note: To submit WC or Auto claims with Attachments please use payer ID J1548 located exclusively on our WC payer list. If submitting without attachments please continue to use 31059. A UHIN pass through fee applies to this transaction.
State Farm Property & Casualty,31059,Institutional Claims 837I,Yes,Yes,No,Yes,No,,Note: To submit WC or Auto claims with Attachments please use payer ID J1548 located exclusively on our WC payer list. If submitting without attachments please continue to use 31059.  A UHIN pass through fee applies to this transaction.
State Farm Property & Casualty,31059,Professional Claims 837P,Yes,Yes,No,Yes,No,,Note: To submit WC or Auto claims with Attachments please use payer ID J1548 located exclusively on our WC payer list. If submitting without attachments please continue to use 31059. A UHIN pass through fee applies to this transaction.
State Fund Mutual Insurance,J1553,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted. Covers all states except CA.


Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed."
State Health Plan of North Carolina,SB810,Professional Claims 837P,Yes,Yes,No,Yes,No,,
State Health Plan of North Carolina,SB810,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
State Health Plan of North Carolina,SB810,Remits 835,Yes,No,Yes,Yes,No,,(Same form as BCBS North Carolina).
State Health Plan of SC,00400,Professional Claims 837P,Yes,Yes,No,Yes,No,,
State Mutual,STATE-MUTUAL,Eligibility 270 / 271,Yes,No,No,No,No,,
State of Idaho,12113,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
State of Idaho,12113,Professional Claims 837P,Yes,Yes,No,Yes,No,,
State of Idaho Women's Health Check	,IDWH1,Professional Claims 837P,Yes,Yes,No,No,No,,
State of Idaho Women's Health Check	,IDWH1,Institutional Claims 837I,Yes,Yes,No,No,No,,
State of Minnesota - DOER,J1555,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted."
State of North Carolina - CORVEL,J1659,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted."
State Of Tennessee - CORVEL,J2267,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted.

Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed.
"
State of Texas Dental Plan (GEHA),57254,Professional Claims 837P,Yes,Yes,No,No,No,,
State of Texas Dental Plan (GEHA),57254,Institutional Claims 837I,Yes,Yes,No,No,No,,
State of Texas Dental Plan (GEHA),57254,Remits 835,Yes,No,Yes,No,No,,
State Office of Risk Management,J1418,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted."
Statewide Insurance Fund,J3937,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted."
Staywell Guam,STAYGUAM,Eligibility 270 / 271,Yes,No,No,No,No,,
Staywell Health Plan,14163,Remits 835,Yes,No,Yes,No,No,,ERA enrollment instructions can be found under WellCare Health Plan
Staywell Health Plan,14163,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Staywell Health Plan,14163,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
Staywell Health Plan,STAYWELL,Claim Status 276 / 277,Yes,No,No,No,No,,
Staywell Health Plan,STAYWELL,Eligibility 270 / 271,Yes,No,No,No,No,,
Staywell Health Plan Kids,STAYWELL-KIDS,Claim Status 276 / 277,Yes,No,No,No,No,,
Staywell Health Plan Kids,STAYWELL-KIDS,Eligibility 270 / 271,Yes,No,No,No,No,,
Sterling Medicare Advantage,67829,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Sterling Medicare Advantage,67829,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
Sterling Option One,91151,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Sterling Option One,91151,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
Stirling Benefits,06089,Professional Claims 837P,Yes,No,No,Yes,No,,
Stone Trust,J2213,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted.
"
Stonebridge Life Insurance Company,TRANSAM-STONE,Eligibility 270 / 271,Yes,No,No,No,No,,
Streamline Imaging ,J4481,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted."
Student Insurance,STUINS,Eligibility 270 / 271,Yes,No,No,No,No,,
Student Resources (UnitedHealthcare),74227,Claim Status 276 / 277,Yes,No,No,No,No,,
Student Resources (UnitedHealthcare),74227,Eligibility 270 / 271,Yes,No,No,No,No,,
Student Resources (UnitedHealthcare),74227,Remits 835,Yes,No,Yes,No,No,,EFT enrollment is required in order to activate ERAs.
Student Resources (UnitedHealthcare),74227,Professional Claims 837P,Yes,Yes,No,No,No,,
Student Resources (UnitedHealthcare),74227,Institutional Claims 837I,Yes,Yes,No,No,No,,
Student Resources (UnitedHealthcare),74227,Dental Claims 837D,Yes,Yes,No,No,No,,
Style Crest Enterprise,J3880,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted.

Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed.
"
Sulphur Bluff ISD,J3952,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted.

Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed."
Summacare Health Plan (HMO),95202,Institutional Claims 837I,Yes,No,No,Yes,No,,
Summacare Health Plan (HMO),95202,Remits 835,Yes,No,Yes,No,No,,
Summacare Health Plan (HMO),95202,Professional Claims 837P,Yes,No,No,Yes,No,,
Summacare Health Plan (HMO),SUMMA,Eligibility 270 / 271,Yes,No,No,No,No,,
"Summit Administration Services, Inc.",86083,Professional Claims 837P,Yes,No,No,No,No,,
"Summit Administration Services, Inc.",86083,Institutional Claims 837I,Yes,No,No,No,No,,
"Summit Administration Services, Inc.",86083,Remits 835,Yes,No,Yes,No,No,,
Summit Community Care,PASSE,Professional Claims 837P,Yes,Yes,No,No,No,,
Summit Community Care,PASSE,Institutional Claims 837I,Yes,Yes,No,No,No,,
Summit Community Care,PASSE,Remits 835,Yes,No,Yes,No,No,,
Summit Community Care,SUMMIT-COMM,Claim Status 276 / 277,Yes,No,No,No,No,,
Summit Community Care,SUMMIT-COMM,Eligibility 270 / 271,Yes,No,No,No,No,,
Summit Holdings ,J1437,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. 835’s are automatic. At this time, only Professional (HCFA) claims are accepted."
Sun Life Financial (United Concordia),89070,Remits 835,Yes,No,Yes,No,No,,
Sun Life Financial (United Concordia),89070,Dental Claims 837D,Yes,No,No,No,No,,
Sun Mar Healthcare - CORVEL,J1610,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp & Auto,"Workers Comp and Auto. At this time, only Professional (HCFA) claims are accepted."
Sunflower State (Centene),68069,Remits 835,Yes,No,Yes,Yes,No,,ERA enrollment forms will be listed under Centene Corporation.
Sunflower State (Centene),68069,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Sunflower State (Centene),68069,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
Sunflower State (Centene),SUNFLOWER,Claim Status 276 / 277,Yes,No,No,No,No,,
Sunflower State (Centene),SUNFLOWER,Eligibility 270 / 271,Yes,No,No,No,No,,
Sunshine State Health Plan (Centene),68069,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Sunshine State Health Plan (Centene),68069,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
Sunshine State Health Plan (Centene),68069,Remits 835,Yes,No,Yes,Yes,No,,ERA enrollment forms will be listed under Centene Corporation.
Sunshine State Health Plan (Centene),SUNSHINE,Claim Status 276 / 277,Yes,No,No,No,No,,
Sunshine State Health Plan (Centene),SUNSHINE,Eligibility 270 / 271,Yes,No,No,No,No,,
Superior Choice Medical Group ,SCPR1,Remits 835,Yes,No,Yes,No,No,,Effective for DOS 1/1/2020. 
Superior Choice Medical Group ,SCPR1,Professional Claims 837P,Yes,No,No,No,No,,Effective for DOS 1/1/2020. 
Superior Choice Medical Group ,SCPR1,Institutional Claims 837I,Yes,No,No,No,No,,Effective for DOS 1/1/2020. 
Superior Dental Care,31117,Dental Claims 837D,Yes,No,No,No,No,,
Superior Health Plan (Centene),68069,Professional Claims 837P,Yes,Yes,No,Yes,No,,
Superior Health Plan (Centene),68069,Institutional Claims 837I,Yes,Yes,No,Yes,No,,
Superior Health Plan (Centene),68069,Remits 835,Yes,No,Yes,Yes,No,,ERA enrollment forms will be listed under Centene Corporation.
Superior Health Plan (Centene),SUPERIOR,Claim Status 276 / 277,Yes,No,No,No,No,,
Superior Health Plan (Centene),SUPERIOR,Eligibility 270 / 271,Yes,No,No,No,No,,
Superior Insurance Services,97802,Institutional Claims 837I,Yes,No,No,Yes,No,,
Superior Insurance Services,97802,Professional Claims 837P,Yes,No,No,Yes,No,,
Superior Point,J1553,Professional Claims 837P,Yes,Yes,No,No,Yes,Work Comp,"Workers Comp Only. At this time, only Professional (HCFA) claims are accepted. Covers all states except CA.


Payer returns ERAs automatically once electronic claim submission begins. No enrollment needed."
Superior Vision Services,13305,Professional Claims 837P,Yes,Yes,No,Yes,No,,
SureGo Administrative Services LLC,89207,Institutional Claims 837I,Yes,No,No,No,No,,
SureGo Administrative Services LLC,89207,Professional Claims 837P,Yes,No,No,No,No,,
Surest Health Plan,25463,Institutional Claims 837I,Yes,No,No,No,No,,formerly known as Bind
Surest Health Plan,25463,Professional Claims 837P,Yes,No,No,No,No,,formerly known as Bind
